,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,team
6839,2015-09-12,22:00,La Liga,Matchweek 3,Sat,Home,W,1,0,Real Sociedad,0.7,0.8,39.0,38768.0,Jorge Molina,4-4-2,Alfonso Álvarez,Real Betis
6840,2015-09-19,18:15,La Liga,Matchweek 4,Sat,Away,D,0,0,Valencia,0.2,1.6,35.0,40560.0,Jorge Molina,4-4-2,Carlos Velasco,Real Betis
6841,2015-09-24,22:00,La Liga,Matchweek 5,Thu,Home,L,1,2,La Coruña,1.3,0.4,60.0,37051.0,Jorge Molina,4-4-2,Jesús Gil,Real Betis
6842,2015-09-27,12:00,La Liga,Matchweek 6,Sun,Away,W,2,1,Sporting Gijón,1.5,1.7,44.0,23250.0,Joaquín,4-1-4-1,Juan Martínez,Real Betis
6843,2015-10-04,12:00,La Liga,Matchweek 7,Sun,Away,W,2,0,Rayo Vallecano,1.9,1.1,33.0,11820.0,Antonio Adán,4-4-2,Ignacio Iglesias,Real Betis
6844,2015-10-17,22:05,La Liga,Matchweek 8,Sat,Home,L,1,3,Espanyol,1.9,1.6,59.0,31652.0,Joaquín,4-2-3-1,Ricardo de Burgos,Real Betis
6845,2015-10-24,18:15,La Liga,Matchweek 9,Sat,Away,D,1,1,Granada,1.1,1.0,60.0,18293.0,Joaquín,4-4-2,Antonio Matéu Lahoz,Real Betis
6846,2015-11-01,20:30,La Liga,Matchweek 10,Sun,Home,L,1,3,Athletic Club,1.2,3.4,53.0,25872.0,Joaquín,4-4-2,José González,Real Betis
6847,2015-11-07,22:05,La Liga,Matchweek 11,Sat,Away,W,1,0,Málaga,1.0,1.0,43.0,23699.0,Joaquín,4-2-3-1,Eduardo Prieto,Real Betis
6848,2015-11-22,20:30,La Liga,Matchweek 12,Sun,Home,L,0,1,Atlético Madrid,0.2,2.2,43.0,41976.0,Joaquín,4-2-3-1,Santiago Jaime,Real Betis
6849,2015-11-27,20:30,La Liga,Matchweek 13,Fri,Away,W,1,0,Levante,0.7,1.3,43.0,13957.0,Joaquín,4-2-3-1,José Sánchez,Real Betis
6851,2015-12-05,22:05,La Liga,Matchweek 14,Sat,Home,D,1,1,Celta Vigo,2.3,0.7,60.0,33762.0,Joaquín,4-2-3-1,Alejandro Hernández,Real Betis
6852,2015-12-12,21:05,La Liga,Matchweek 15,Sat,Away,L,0,1,Las Palmas,0.5,1.3,35.0,16762.0,Jorge Molina,4-4-2,Jesús Gil,Real Betis
6854,2015-12-19,20:30,La Liga,Matchweek 16,Sat,Home,D,0,0,Sevilla,0.3,1.3,48.0,50073.0,Joaquín,4-2-3-1,Carlos Clos Gómez,Real Betis
6855,2015-12-30,20:30,La Liga,Matchweek 17,Wed,Away,L,0,4,Barcelona,0.9,4.1,38.0,83630.0,Rubén Castro,4-4-2,Iñaki Bikandi,Real Betis
6856,2016-01-03,16:00,La Liga,Matchweek 18,Sun,Home,L,0,4,Eibar,1.7,1.0,59.0,33609.0,Antonio Adán,4-2-3-1,Eduardo Prieto,Real Betis
6858,2016-01-09,18:15,La Liga,Matchweek 19,Sat,Away,L,0,1,Getafe,0.7,0.8,48.0,6940.0,Jorge Molina,4-4-2,Alfonso Álvarez,Real Betis
6860,2016-01-16,20:30,La Liga,Matchweek 20,Sat,Away,D,0,0,Villarreal,0.6,0.8,50.0,16405.0,Antonio Adán,4-2-3-1,José González,Real Betis
6861,2016-01-24,20:30,La Liga,Matchweek 21,Sun,Home,D,1,1,Real Madrid,0.4,3.5,36.0,48111.0,Antonio Adán,4-2-3-1,Juan Martínez,Real Betis
6862,2016-01-30,22:05,La Liga,Matchweek 22,Sat,Away,L,1,2,Real Sociedad,1.1,0.5,54.0,15877.0,Antonio Adán,4-2-3-1,Eduardo Prieto,Real Betis
6863,2016-02-07,16:00,La Liga,Matchweek 23,Sun,Home,W,1,0,Valencia,1.0,1.1,44.0,40228.0,Antonio Adán,4-4-2,José Sánchez,Real Betis
6864,2016-02-13,22:05,La Liga,Matchweek 24,Sat,Away,D,2,2,La Coruña,0.5,3.2,44.0,17184.0,Antonio Adán,4-4-2,Alberto Undiano,Real Betis
6865,2016-02-20,20:30,La Liga,Matchweek 25,Sat,Home,D,1,1,Sporting Gijón,1.9,0.3,54.0,41345.0,Antonio Adán,4-4-2,Alfonso Álvarez,Real Betis
6866,2016-02-27,20:30,La Liga,Matchweek 26,Sat,Home,D,2,2,Rayo Vallecano,2.0,1.0,40.0,35666.0,Antonio Adán,4-4-2,Antonio Matéu Lahoz,Real Betis
6867,2016-03-03,20:30,La Liga,Matchweek 27,Thu,Away,W,3,0,Espanyol,,,47.0,23714.0,Antonio Adán,4-2-3-1,José Sánchez,Real Betis
6868,2016-03-06,12:00,La Liga,Matchweek 28,Sun,Home,W,2,0,Granada,0.7,0.5,43.0,43174.0,Antonio Adán,4-2-3-1,Ignacio Iglesias,Real Betis
6869,2016-03-13,18:15,La Liga,Matchweek 29,Sun,Away,L,1,3,Athletic Club,0.5,1.9,51.0,42437.0,Joaquín,4-4-2,Santiago Jaime,Real Betis
6870,2016-03-19,22:05,La Liga,Matchweek 30,Sat,Home,L,0,1,Málaga,1.2,0.8,55.0,31371.0,Antonio Adán,4-4-2,Carlos Clos Gómez,Real Betis
6871,2016-04-02,16:00,La Liga,Matchweek 31,Sat,Away,L,1,5,Atlético Madrid,0.8,4.1,50.0,50121.0,Antonio Adán,4-2-3-1,José González,Real Betis
6872,2016-04-09,22:05,La Liga,Matchweek 32,Sat,Home,W,1,0,Levante,0.5,0.9,52.0,37091.0,Jorge Molina,4-4-2,Eduardo Prieto,Real Betis
6873,2016-04-16,22:05,La Liga,Matchweek 33,Sat,Away,D,1,1,Celta Vigo,1.6,1.8,34.0,14934.0,Joaquín,4-2-3-1,Ricardo de Burgos,Real Betis
6874,2016-04-19,21:00,La Liga,Matchweek 34,Tue,Home,W,1,0,Las Palmas,2.1,0.1,50.0,30634.0,Joaquín,4-2-3-1,Iñaki Bikandi,Real Betis
6875,2016-04-24,16:00,La Liga,Matchweek 35,Sun,Away,L,0,2,Sevilla,0.4,1.3,45.0,39523.0,Joaquín,4-2-3-1,Carlos Velasco,Real Betis
6876,2016-04-30,20:30,La Liga,Matchweek 36,Sat,Home,L,0,2,Barcelona,0.1,2.1,27.0,40467.0,Joaquín,4-2-3-1,Antonio Matéu Lahoz,Real Betis
6877,2016-05-08,17:00,La Liga,Matchweek 37,Sun,Away,D,1,1,Eibar,1.0,2.3,41.0,5165.0,Joaquín,4-2-3-1,Juan Martínez,Real Betis
6878,2016-05-15,19:30,La Liga,Matchweek 38,Sun,Home,W,2,1,Getafe,1.9,1.4,60.0,39381.0,Jorge Molina,4-4-2,Jesús Gil,Real Betis
6879,2015-08-22,20:30,La Liga,Matchweek 1,Sat,Away,L,0,1,Atlético Madrid,0.6,0.6,38.0,45107.0,Aythami Artiles,3-4-3,Eduardo Prieto,Las Palmas
6880,2015-08-30,21:30,La Liga,Matchweek 2,Sun,Home,D,0,0,Levante,0.7,0.1,64.0,19057.0,Aythami Artiles,3-5-2,Pedro Pérez,Las Palmas
6881,2015-09-13,18:15,La Liga,Matchweek 3,Sun,Away,D,3,3,Celta Vigo,1.4,3.7,32.0,19048.0,Dani Castellano,4-4-2,Javier Estrada,Las Palmas
6882,2015-09-20,19:30,La Liga,Matchweek 4,Sun,Home,L,0,1,Rayo Vallecano,0.8,1.3,51.0,19324.0,Aythami Artiles,3-5-2,José González,Las Palmas
6883,2015-09-23,21:00,La Liga,Matchweek 5,Wed,Home,W,2,0,Sevilla,,,43.0,19733.0,Aythami Artiles,5-3-2,Carlos del Cerro,Las Palmas
6884,2015-09-26,16:00,La Liga,Matchweek 6,Sat,Away,L,1,2,Barcelona,0.7,2.6,33.0,74196.0,Aythami Artiles,3-5-2,Ricardo de Burgos,Las Palmas
6885,2015-10-03,21:00,La Liga,Matchweek 7,Sat,Home,L,0,2,Eibar,1.0,1.2,62.0,18577.0,David García,3-5-2,Antonio Matéu Lahoz,Las Palmas
6886,2015-10-18,18:15,La Liga,Matchweek 8,Sun,Away,L,0,4,Getafe,0.6,2.9,59.0,5875.0,Aythami Artiles,4-3-3,David Fernández,Las Palmas
6887,2015-10-25,15:00,La Liga,Matchweek 9,Sun,Home,D,0,0,Villarreal,0.3,0.2,59.0,18517.0,Aythami Artiles,4-4-1-1,Javier Estrada,Las Palmas
6888,2015-10-31,16:00,La Liga,Matchweek 10,Sat,Away,L,1,3,Real Madrid,1.0,2.4,48.0,72387.0,Aythami Artiles,4-1-4-1,Santiago Jaime,Las Palmas
6889,2015-11-06,19:30,La Liga,Matchweek 11,Fri,Home,W,2,0,Real Sociedad,1.1,0.7,46.0,18461.0,Aythami Artiles,4-4-2,Carlos Velasco,Las Palmas
6890,2015-11-21,22:00,La Liga,Matchweek 12,Sat,Away,D,1,1,Valencia,1.8,1.5,62.0,32078.0,Momo,4-2-3-1,Pedro Pérez,Las Palmas
6891,2015-11-28,21:00,La Liga,Matchweek 13,Sat,Home,L,0,2,La Coruña,0.5,2.1,67.0,19146.0,Aythami Artiles,4-4-1-1,Carlos Clos Gómez,Las Palmas
6893,2015-12-06,18:15,La Liga,Matchweek 14,Sun,Away,L,1,3,Sporting Gijón,0.7,2.9,67.0,22665.0,Aythami Artiles,4-2-3-1,Alberto Undiano,Las Palmas
6894,2015-12-12,21:05,La Liga,Matchweek 15,Sat,Home,W,1,0,Betis,1.3,0.5,65.0,16762.0,Momo,4-4-1-1,Jesús Gil,Las Palmas
6896,2015-12-19,18:15,La Liga,Matchweek 16,Sat,Away,L,0,1,Espanyol,0.9,1.9,52.0,17121.0,Aythami Artiles,4-2-3-1,Mario Melero,Las Palmas
6897,2015-12-30,20:00,La Liga,Matchweek 17,Wed,Home,W,4,1,Granada,1.6,0.8,60.0,18973.0,Vicente Gómez,4-2-3-1,Santiago Jaime,Las Palmas
6898,2016-01-03,18:15,La Liga,Matchweek 18,Sun,Away,D,2,2,Athletic Club,0.7,1.8,59.0,41474.0,David García,4-2-3-1,Carlos del Cerro,Las Palmas
6900,2016-01-10,17:15,La Liga,Matchweek 19,Sun,Home,D,1,1,Málaga,0.5,1.5,59.0,21760.0,Aythami Artiles,4-2-3-1,Ignacio Iglesias,Las Palmas
6902,2016-01-17,17:15,La Liga,Matchweek 20,Sun,Home,L,0,3,Atlético Madrid,0.4,1.7,59.0,28515.0,David García,4-2-3-1,Iñaki Bikandi,Las Palmas
6904,2016-01-25,20:30,La Liga,Matchweek 21,Mon,Away,L,2,3,Levante,1.1,1.8,70.0,13155.0,David García,4-2-3-1,Carlos Velasco,Las Palmas
6906,2016-01-31,17:15,La Liga,Matchweek 22,Sun,Home,W,2,1,Celta Vigo,1.7,0.5,58.0,18439.0,David García,4-2-3-1,José Sánchez,Las Palmas
6907,2016-02-06,18:15,La Liga,Matchweek 23,Sat,Away,L,0,2,Rayo Vallecano,0.4,2.6,49.0,11565.0,Juan Carlos Valerón,4-4-1-1,Ignacio Iglesias,Las Palmas
6908,2016-02-14,16:00,La Liga,Matchweek 24,Sun,Away,L,0,2,Sevilla,0.6,1.6,47.0,34448.0,David García,4-1-4-1,Eduardo Prieto,Las Palmas
6909,2016-02-20,15:00,La Liga,Matchweek 25,Sat,Home,L,1,2,Barcelona,1.1,2.9,47.0,26951.0,David García,4-1-4-1,Carlos del Cerro,Las Palmas
6910,2016-02-26,20:30,La Liga,Matchweek 26,Fri,Away,W,1,0,Eibar,0.8,0.2,49.0,5112.0,David García,4-1-4-1,Pedro Pérez,Las Palmas
6911,2016-03-01,21:00,La Liga,Matchweek 27,Tue,Home,W,4,0,Getafe,2.1,0.5,57.0,15819.0,Momo,4-5-1,Mario Melero,Las Palmas
6912,2016-03-05,18:15,La Liga,Matchweek 28,Sat,Away,W,1,0,Villarreal,0.4,1.0,43.0,15790.0,David García,4-2-3-1,Carlos Clos Gómez,Las Palmas
6913,2016-03-13,19:30,La Liga,Matchweek 29,Sun,Home,L,1,2,Real Madrid,1.4,1.0,52.0,25846.0,David García,4-1-4-1,David Fernández,Las Palmas
6914,2016-03-19,18:15,La Liga,Matchweek 30,Sat,Away,W,1,0,Real Sociedad,1.5,0.7,38.0,18952.0,David García,4-1-4-1,Antonio Matéu Lahoz,Las Palmas
6915,2016-04-02,17:15,La Liga,Matchweek 31,Sat,Home,W,2,1,Valencia,2.2,1.2,63.0,27041.0,David García,4-1-4-1,Pedro Pérez,Las Palmas
6916,2016-04-11,20:30,La Liga,Matchweek 32,Mon,Away,W,3,1,La Coruña,1.7,2.2,61.0,21686.0,David García,4-5-1,Alfonso Álvarez,Las Palmas
6917,2016-04-16,17:15,La Liga,Matchweek 33,Sat,Home,D,1,1,Sporting Gijón,0.6,1.1,56.0,25052.0,David García,4-2-3-1,Alberto Undiano,Las Palmas
6918,2016-04-19,21:00,La Liga,Matchweek 34,Tue,Away,L,0,1,Betis,0.1,2.1,50.0,30634.0,David García,4-3-3,Iñaki Bikandi,Las Palmas
6919,2016-04-22,20:00,La Liga,Matchweek 35,Fri,Home,W,4,0,Espanyol,1.0,1.9,62.0,19358.0,Momo,4-2-3-1,Mario Melero,Las Palmas
6920,2016-04-30,22:05,La Liga,Matchweek 36,Sat,Away,L,2,3,Granada,1.3,1.7,63.0,21291.0,Aythami Artiles,4-2-3-1,José González,Las Palmas
6921,2016-05-08,16:00,La Liga,Matchweek 37,Sun,Home,D,0,0,Athletic Club,0.2,0.5,60.0,27410.0,Juan Carlos Valerón,4-2-3-1,Pedro Pérez,Las Palmas
6922,2016-05-15,12:00,La Liga,Matchweek 38,Sun,Away,L,1,4,Málaga,1.7,2.1,64.0,17913.0,David García,4-1-4-1,Ricardo de Burgos,Las Palmas
6923,2015-08-22,18:30,La Liga,Matchweek 1,Sat,Home,W,1,0,Getafe,0.3,1.3,34.0,16248.0,Javi López,4-2-3-1,Jesús Gil,Espanyol
6924,2015-08-28,20:30,La Liga,Matchweek 2,Fri,Away,L,1,3,Villarreal,0.6,1.5,43.0,17650.0,Javi López,4-4-2,Carlos Velasco,Espanyol
6925,2015-09-12,16:00,La Liga,Matchweek 3,Sat,Home,L,0,6,Real Madrid,1.4,3.7,53.0,32155.0,Javi López,4-4-2,Iñaki Bikandi,Espanyol
6926,2015-09-19,22:00,La Liga,Matchweek 4,Sat,Away,W,3,2,Real Sociedad,1.8,1.6,49.0,17481.0,Víctor Sánchez,4-2-3-1,Pedro Pérez,Espanyol
6927,2015-09-22,20:00,La Liga,Matchweek 5,Tue,Home,W,1,0,Valencia,1.6,0.5,48.0,18231.0,Víctor Sánchez,4-2-3-1,Ignacio Iglesias,Espanyol
6928,2015-09-27,16:00,La Liga,Matchweek 6,Sun,Away,L,0,3,La Coruña,0.6,1.8,52.0,21753.0,Víctor Sánchez,4-4-2,José Sánchez,Espanyol
6929,2015-10-03,20:30,La Liga,Matchweek 7,Sat,Home,L,1,2,Sporting Gijón,1.7,1.3,55.0,16947.0,Víctor Sánchez,4-2-3-1,Carlos Clos Gómez,Espanyol
6930,2015-10-17,22:05,La Liga,Matchweek 8,Sat,Away,W,3,1,Betis,1.6,1.9,41.0,31652.0,Víctor Sánchez,4-2-3-1,Ricardo de Burgos,Espanyol
6931,2015-10-23,20:30,La Liga,Matchweek 9,Fri,Away,L,0,3,Rayo Vallecano,1.2,2.1,33.0,10480.0,Víctor Sánchez,4-2-3-1,Eduardo Prieto,Espanyol
6932,2015-11-01,16:00,La Liga,Matchweek 10,Sun,Home,D,1,1,Granada,1.7,0.7,58.0,18890.0,Víctor Álvarez,4-2-3-1,Alejandro Hernández,Espanyol
6933,2015-11-08,12:00,La Liga,Matchweek 11,Sun,Away,L,1,2,Athletic Club,0.5,0.4,56.0,44082.0,Víctor Álvarez,4-2-3-1,Alberto Undiano,Espanyol
6934,2015-11-21,20:30,La Liga,Matchweek 12,Sat,Home,W,2,0,Málaga,1.2,1.0,42.0,13293.0,Javi López,4-2-3-1,Juan Martínez,Espanyol
6935,2015-11-28,18:15,La Liga,Matchweek 13,Sat,Away,L,0,1,Atlético Madrid,0.2,2.0,48.0,44893.0,Javi López,4-2-3-1,Iñaki Bikandi,Espanyol
6937,2015-12-07,20:30,La Liga,Matchweek 14,Mon,Home,D,1,1,Levante,0.9,1.0,56.0,14875.0,Javi López,4-2-3-1,Carlos Velasco,Espanyol
6938,2015-12-12,18:15,La Liga,Matchweek 15,Sat,Away,L,0,1,Celta Vigo,0.2,1.4,49.0,17154.0,Víctor Sánchez,4-4-2,David Fernández,Espanyol
6940,2015-12-19,18:15,La Liga,Matchweek 16,Sat,Home,W,1,0,Las Palmas,1.9,0.9,48.0,17121.0,Javi López,4-2-3-1,Mario Melero,Espanyol
6941,2015-12-30,18:15,La Liga,Matchweek 17,Wed,Away,L,0,2,Sevilla,0.8,1.9,57.0,35544.0,Javi López,4-2-3-1,Ignacio Iglesias,Espanyol
6942,2016-01-02,16:00,La Liga,Matchweek 18,Sat,Home,D,0,0,Barcelona,0.2,1.0,27.0,28975.0,Javi López,4-2-3-1,José González,Espanyol
6944,2016-01-10,18:15,La Liga,Matchweek 19,Sun,Away,L,1,2,Eibar,0.4,2.3,48.0,4587.0,Javi López,4-2-3-1,Santiago Jaime,Espanyol
6946,2016-01-17,18:15,La Liga,Matchweek 20,Sun,Away,L,1,3,Getafe,1.7,2.2,64.0,6540.0,Abraham González,4-2-3-1,Carlos Clos Gómez,Espanyol
6947,2016-01-23,18:15,La Liga,Matchweek 21,Sat,Home,D,2,2,Villarreal,1.1,1.0,45.0,16251.0,Javi López,4-2-3-1,Pedro Pérez,Espanyol
6948,2016-01-31,20:30,La Liga,Matchweek 22,Sun,Away,L,0,6,Real Madrid,1.7,2.7,32.0,65768.0,Javi López,4-2-3-1,Alejandro Hernández,Espanyol
6949,2016-02-08,20:30,La Liga,Matchweek 23,Mon,Home,L,0,5,Real Sociedad,0.3,1.7,65.0,14155.0,Javi López,4-2-3-1,Santiago Jaime,Espanyol
6950,2016-02-13,20:30,La Liga,Matchweek 24,Sat,Away,L,1,2,Valencia,2.8,1.4,42.0,34689.0,Javi López,4-4-2,Carlos del Cerro,Espanyol
6951,2016-02-20,18:15,La Liga,Matchweek 25,Sat,Home,W,1,0,La Coruña,3.0,1.1,38.0,28455.0,Javi López,4-2-3-1,Ricardo de Burgos,Espanyol
6952,2016-02-27,18:15,La Liga,Matchweek 26,Sat,Away,W,4,2,Sporting Gijón,1.2,2.0,46.0,22555.0,Javi López,4-3-3,Carlos Velasco,Espanyol
6953,2016-03-03,20:30,La Liga,Matchweek 27,Thu,Home,L,0,3,Betis,,,53.0,23714.0,Javi López,4-4-2,José Sánchez,Espanyol
6954,2016-03-07,20:30,La Liga,Matchweek 28,Mon,Home,W,2,1,Rayo Vallecano,1.5,0.2,34.0,22638.0,Javi López,4-3-3,David Fernández,Espanyol
6955,2016-03-14,20:30,La Liga,Matchweek 29,Mon,Away,D,1,1,Granada,0.6,0.4,59.0,16231.0,Javi López,4-1-4-1,José González,Espanyol
6956,2016-03-20,12:00,La Liga,Matchweek 30,Sun,Home,W,2,1,Athletic Club,1.9,1.1,41.0,20753.0,Víctor Sánchez,4-3-3,Eduardo Prieto,Espanyol
6957,2016-04-03,16:00,La Liga,Matchweek 31,Sun,Away,D,1,1,Málaga,0.3,1.4,36.0,24234.0,Javi López,4-1-4-1,Juan Martínez,Espanyol
6958,2016-04-09,18:15,La Liga,Matchweek 32,Sat,Home,L,1,3,Atlético Madrid,0.6,1.1,53.0,26338.0,Javi López,3-4-3,Ricardo de Burgos,Espanyol
6959,2016-04-15,20:30,La Liga,Matchweek 33,Fri,Away,L,1,2,Levante,1.1,1.2,49.0,16192.0,Javi López,4-3-3,Alejandro Hernández,Espanyol
6960,2016-04-19,20:00,La Liga,Matchweek 34,Tue,Home,D,1,1,Celta Vigo,0.9,0.6,39.0,14227.0,Víctor Sánchez,4-3-3,Eduardo Prieto,Espanyol
6961,2016-04-22,20:00,La Liga,Matchweek 35,Fri,Away,L,0,4,Las Palmas,1.9,1.0,38.0,19358.0,Javi López,4-4-2,Mario Melero,Espanyol
6962,2016-05-01,16:00,La Liga,Matchweek 36,Sun,Home,W,1,0,Sevilla,1.5,0.3,42.0,27654.0,Víctor Sánchez,4-1-4-1,Juan Martínez,Espanyol
6963,2016-05-08,17:00,La Liga,Matchweek 37,Sun,Away,L,0,5,Barcelona,0.4,3.3,33.0,91610.0,Javi López,4-3-3,Jesús Gil,Espanyol
6964,2016-05-15,19:00,La Liga,Matchweek 38,Sun,Home,W,4,2,Eibar,2.2,2.1,50.0,39381.0,Javi López,4-3-3,Mario Melero,Espanyol
6965,2015-08-24,20:30,La Liga,Matchweek 1,Mon,Away,W,3,1,Granada,2.2,1.3,43.0,14795.0,Dani García,4-2-3-1,Ignacio Iglesias,Eibar
6966,2015-08-30,18:30,La Liga,Matchweek 2,Sun,Home,W,2,0,Athletic Club,1.3,0.4,43.0,5509.0,Dani García,4-2-3-1,David Fernández,Eibar
6967,2015-09-13,20:30,La Liga,Matchweek 3,Sun,Away,D,0,0,Málaga,0.6,1.3,48.0,19836.0,Dani García,4-2-3-1,Alberto Undiano,Eibar
6968,2015-09-19,20:30,La Liga,Matchweek 4,Sat,Home,L,0,2,Atlético Madrid,0.3,1.3,41.0,5126.0,Dani García,4-2-3-1,Alejandro Hernández,Eibar
6969,2015-09-23,20:00,La Liga,Matchweek 5,Wed,Away,D,2,2,Levante,,,41.0,10929.0,Dani García,4-2-3-1,Carlos Velasco,Eibar
6970,2015-09-26,22:00,La Liga,Matchweek 6,Sat,Home,D,1,1,Celta Vigo,1.5,1.4,34.0,4880.0,Dani García,4-4-2,Pedro Pérez,Eibar
6971,2015-10-03,21:00,La Liga,Matchweek 7,Sat,Away,W,2,0,Las Palmas,1.2,1.0,38.0,18577.0,Dani García,4-2-3-1,Antonio Matéu Lahoz,Eibar
6972,2015-10-17,18:15,La Liga,Matchweek 8,Sat,Home,D,1,1,Sevilla,0.7,1.7,42.0,5568.0,Dani García,4-2-3-1,Juan Martínez,Eibar
6973,2015-10-25,18:15,La Liga,Matchweek 9,Sun,Away,L,1,3,Barcelona,0.8,2.2,31.0,78228.0,Dani García,4-2-3-1,Carlos del Cerro,Eibar
6974,2015-11-01,12:00,La Liga,Matchweek 10,Sun,Home,W,1,0,Rayo Vallecano,1.1,0.4,38.0,5353.0,Dani García,4-2-3-1,Alfonso Álvarez,Eibar
6975,2015-11-07,20:30,La Liga,Matchweek 11,Sat,Home,W,3,1,Getafe,2.2,0.8,44.0,5327.0,Xabi Irureta,4-4-2,Ignacio Iglesias,Eibar
6976,2015-11-22,16:00,La Liga,Matchweek 12,Sun,Away,D,1,1,Villarreal,2.3,2.2,42.0,16770.0,Dani García,4-4-2,Eduardo Prieto,Eibar
6977,2015-11-29,16:00,La Liga,Matchweek 13,Sun,Home,L,0,2,Real Madrid,0.4,2.5,39.0,5892.0,Dani García,4-3-3,Jesús Gil,Eibar
6979,2015-12-06,12:00,La Liga,Matchweek 14,Sun,Away,L,1,2,Real Sociedad,0.7,2.1,35.0,23461.0,Dani García,4-4-2,Mario Melero,Eibar
6980,2015-12-13,16:00,La Liga,Matchweek 15,Sun,Home,D,1,1,Valencia,2.6,0.4,51.0,5182.0,Dani García,4-4-2,José González,Eibar
6982,2015-12-19,22:05,La Liga,Matchweek 16,Sat,Away,L,0,2,La Coruña,0.7,1.7,50.0,19281.0,Dani García,4-4-2,Javier Estrada,Eibar
6983,2015-12-30,18:30,La Liga,Matchweek 17,Wed,Home,W,2,0,Sporting Gijón,1.3,0.6,55.0,5471.0,Dani García,4-2-3-1,Carlos Velasco,Eibar
6984,2016-01-03,16:00,La Liga,Matchweek 18,Sun,Away,W,4,0,Betis,1.0,1.7,41.0,33609.0,Dani García,4-2-3-1,Eduardo Prieto,Eibar
6986,2016-01-10,18:15,La Liga,Matchweek 19,Sun,Home,W,2,1,Espanyol,2.3,0.4,52.0,4587.0,Dani García,4-4-2,Santiago Jaime,Eibar
6988,2016-01-18,20:30,La Liga,Matchweek 20,Mon,Home,W,5,1,Granada,1.9,0.8,54.0,4215.0,Dani García,4-4-2,José Sánchez,Eibar
6989,2016-01-24,12:00,La Liga,Matchweek 21,Sun,Away,L,2,5,Athletic Club,2.0,1.0,45.0,43557.0,Dani García,4-4-2,Jesús Gil,Eibar
6990,2016-01-30,18:15,La Liga,Matchweek 22,Sat,Home,L,1,2,Málaga,1.2,1.2,57.0,5249.0,Dani García,4-4-2,Antonio Matéu Lahoz,Eibar
6991,2016-02-06,16:00,La Liga,Matchweek 23,Sat,Away,L,1,3,Atlético Madrid,0.4,1.9,47.0,45321.0,Dani García,4-1-4-1,David Fernández,Eibar
6992,2016-02-14,18:15,La Liga,Matchweek 24,Sun,Home,W,2,0,Levante,2.6,0.7,47.0,4766.0,Dani García,4-2-3-1,Javier Estrada,Eibar
6993,2016-02-20,22:05,La Liga,Matchweek 25,Sat,Away,L,2,3,Celta Vigo,1.4,2.4,37.0,14724.0,Lillo,4-2-3-1,Mario Melero,Eibar
6994,2016-02-26,20:30,La Liga,Matchweek 26,Fri,Home,L,0,1,Las Palmas,0.2,0.8,51.0,5112.0,Dani García,4-4-2,Pedro Pérez,Eibar
6995,2016-03-02,20:00,La Liga,Matchweek 27,Wed,Away,L,0,1,Sevilla,1.2,1.5,47.0,29627.0,Dani García,4-4-2,Juan Martínez,Eibar
6996,2016-03-06,16:00,La Liga,Matchweek 28,Sun,Home,L,0,4,Barcelona,0.5,2.5,31.0,6100.0,Dani García,4-4-2,Alberto Undiano,Eibar
6997,2016-03-12,22:05,La Liga,Matchweek 29,Sat,Away,D,1,1,Rayo Vallecano,0.7,1.2,41.0,10567.0,Dani García,4-1-4-1,Alfonso Álvarez,Eibar
6998,2016-03-18,20:30,La Liga,Matchweek 30,Fri,Away,D,1,1,Getafe,2.5,0.7,57.0,6557.0,Dani García,4-2-3-1,Ignacio Iglesias,Eibar
6999,2016-04-03,18:15,La Liga,Matchweek 31,Sun,Home,L,1,2,Villarreal,0.6,2.3,52.0,5176.0,Dani García,4-2-3-1,Carlos del Cerro,Eibar
7000,2016-04-09,16:00,La Liga,Matchweek 32,Sat,Away,L,0,4,Real Madrid,1.0,2.6,39.0,70689.0,Dani García,4-2-3-1,José Sánchez,Eibar
7001,2016-04-16,20:30,La Liga,Matchweek 33,Sat,Home,W,2,1,Real Sociedad,1.1,0.8,44.0,5801.0,Dani García,4-4-2,Mario Melero,Eibar
7002,2016-04-20,20:45,La Liga,Matchweek 34,Wed,Away,L,0,4,Valencia,0.8,2.3,49.0,34309.0,Dani García,4-3-3,Javier Estrada,Eibar
7003,2016-04-23,22:05,La Liga,Matchweek 35,Sat,Home,D,1,1,La Coruña,0.6,0.4,48.0,4606.0,Ander Capa,4-4-1-1,Eduardo Prieto,Eibar
7004,2016-04-29,20:30,La Liga,Matchweek 36,Fri,Away,L,0,2,Sporting Gijón,0.7,0.4,55.0,26035.0,Dani García,4-2-3-1,Alejandro Hernández,Eibar
7005,2016-05-08,17:00,La Liga,Matchweek 37,Sun,Home,D,1,1,Betis,2.3,1.0,59.0,5165.0,Dani García,4-2-3-1,Juan Martínez,Eibar
7006,2016-05-15,19:00,La Liga,Matchweek 38,Sun,Away,L,2,4,Espanyol,2.1,2.2,50.0,39381.0,Dani García,4-4-2,Mario Melero,Eibar
7007,2015-08-22,18:30,La Liga,Matchweek 1,Sat,Home,D,0,0,Real Sociedad,0.7,0.8,58.0,23306.0,Laure,4-2-3-1,Antonio Matéu Lahoz,Deportivo La Coruna
