,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,goals,shots,shots_on_target,shots_on_target_percent,goals_per_shot,goals_per_shot_on_target,distance,free_kicks,penalty_kicks,penalty_kicks_attempt,xg,nonpenalty_xg,nonpenalty_xg_per_shot,goals_minus_xg,nonpenalty_goals_minus_xg,team
6182,2015-08-21,20:30,La Liga,Matchweek 1,Fri,Home,D,0,0,Sevilla,0.0,25.0,5.0,20.0,0.0,0.0,22.5,1.0,0.0,0.0,1.2,1.2,0.05,-1.2,-1.2,Malaga
6183,2015-08-29,20:30,La Liga,Matchweek 2,Sat,Away,L,0,1,Barcelona,0.0,4.0,1.0,25.0,0.0,0.0,28.6,0.0,0.0,0.0,0.8,0.8,0.2,-0.8,-0.8,Malaga
6184,2015-09-13,20:30,La Liga,Matchweek 3,Sun,Home,D,0,0,Eibar,0.0,10.0,4.0,40.0,0.0,0.0,16.3,1.0,0.0,0.0,1.3,1.3,0.13,-1.3,-1.3,Malaga
6185,2015-09-18,20:30,La Liga,Matchweek 4,Fri,Away,L,0,1,Getafe,0.0,13.0,3.0,23.1,0.0,0.0,23.8,1.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,Malaga
6186,2015-09-23,22:00,La Liga,Matchweek 5,Wed,Home,L,0,1,Villarreal,0.0,15.0,4.0,26.7,0.0,0.0,21.2,1.0,0.0,0.0,0.8,0.8,0.06,-0.8,-0.8,Malaga
6187,2015-09-26,18:15,La Liga,Matchweek 6,Sat,Away,D,0,0,Real Madrid,0.0,12.0,3.0,25.0,0.0,0.0,20.5,1.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,Malaga
6188,2015-10-03,22:05,La Liga,Matchweek 7,Sat,Home,W,3,1,Real Sociedad,3.0,11.0,7.0,63.6,0.27,0.43,18.7,0.0,0.0,0.0,1.6,1.6,0.14,1.4,1.4,Malaga
6189,2015-10-17,22:00,La Liga,Matchweek 8,Sat,Away,L,0,3,Valencia,0.0,10.0,3.0,30.0,0.0,0.0,16.0,0.0,0.0,1.0,1.6,0.8,0.08,-1.6,-0.8,Malaga
6190,2015-10-24,22:05,La Liga,Matchweek 9,Sat,Home,W,2,0,La Coruña,2.0,9.0,4.0,44.4,0.22,0.5,17.2,1.0,0.0,0.0,0.6,0.6,0.07,1.4,1.4,Malaga
6191,2015-11-01,18:15,La Liga,Matchweek 10,Sun,Away,L,0,1,Sporting Gijón,0.0,13.0,5.0,38.5,0.0,0.0,21.6,0.0,0.0,0.0,0.8,0.8,0.07,-0.8,-0.8,Malaga
6192,2015-11-07,22:05,La Liga,Matchweek 11,Sat,Home,L,0,1,Betis,0.0,12.0,5.0,41.7,0.0,0.0,15.6,0.0,0.0,0.0,1.0,1.0,0.08,-1.0,-1.0,Malaga
6193,2015-11-21,20:30,La Liga,Matchweek 12,Sat,Away,L,0,2,Espanyol,0.0,14.0,5.0,35.7,0.0,0.0,18.1,1.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0,Malaga
6194,2015-11-28,20:30,La Liga,Matchweek 13,Sat,Home,D,2,2,Granada,2.0,12.0,7.0,58.3,0.17,0.29,14.8,1.0,0.0,0.0,1.5,1.5,0.13,0.5,0.5,Malaga
6196,2015-12-06,20:30,La Liga,Matchweek 14,Sun,Away,D,0,0,Athletic Club,0.0,7.0,2.0,28.6,0.0,0.0,18.3,0.0,0.0,0.0,0.6,0.6,0.09,-0.6,-0.6,Malaga
6197,2015-12-13,12:00,La Liga,Matchweek 15,Sun,Away,W,2,1,Rayo Vallecano,2.0,15.0,5.0,33.3,0.13,0.4,22.1,1.0,0.0,0.0,1.2,1.2,0.08,0.8,0.8,Malaga
6199,2015-12-20,20:30,La Liga,Matchweek 16,Sun,Home,W,1,0,Atlético Madrid,1.0,17.0,4.0,23.5,0.06,0.25,18.6,1.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1,Malaga
6200,2015-12-30,16:00,La Liga,Matchweek 17,Wed,Away,W,1,0,Levante,1.0,10.0,6.0,60.0,0.1,0.17,16.0,1.0,0.0,0.0,1.3,1.3,0.13,-0.3,-0.3,Malaga
6201,2016-01-02,22:05,La Liga,Matchweek 18,Sat,Home,W,2,0,Celta Vigo,2.0,14.0,4.0,28.6,0.14,0.5,18.1,0.0,0.0,1.0,2.7,2.0,0.14,-0.7,0.0,Malaga
6202,2016-01-10,17:15,La Liga,Matchweek 19,Sun,Away,D,1,1,Las Palmas,1.0,11.0,3.0,27.3,0.09,0.33,14.3,2.0,0.0,0.0,1.5,1.5,0.14,-0.5,-0.5,Malaga
6203,2016-01-16,16:00,La Liga,Matchweek 20,Sat,Away,L,1,2,Sevilla,1.0,14.0,3.0,21.4,0.07,0.33,18.9,0.0,0.0,0.0,1.2,1.2,0.09,-0.2,-0.2,Malaga
6204,2016-01-23,16:00,La Liga,Matchweek 21,Sat,Home,L,1,2,Barcelona,1.0,15.0,9.0,60.0,0.07,0.11,15.3,0.0,0.0,0.0,1.1,1.1,0.07,-0.1,-0.1,Malaga
6205,2016-01-30,18:15,La Liga,Matchweek 22,Sat,Away,W,2,1,Eibar,2.0,7.0,4.0,57.1,0.29,0.5,18.4,1.0,0.0,0.0,1.2,1.2,0.17,0.8,0.8,Malaga
6206,2016-02-05,20:30,La Liga,Matchweek 23,Fri,Home,W,3,0,Getafe,3.0,8.0,4.0,50.0,0.38,0.75,12.1,0.0,0.0,0.0,2.2,2.2,0.28,0.8,0.8,Malaga
6207,2016-02-13,18:15,La Liga,Matchweek 24,Sat,Away,L,0,1,Villarreal,0.0,7.0,2.0,28.6,0.0,0.0,30.8,0.0,0.0,0.0,0.4,0.4,0.06,-0.4,-0.4,Malaga
6208,2016-02-21,16:00,La Liga,Matchweek 25,Sun,Home,D,1,1,Real Madrid,1.0,11.0,5.0,45.5,0.09,0.2,16.1,0.0,0.0,0.0,1.6,1.6,0.15,-0.6,-0.6,Malaga
6209,2016-02-27,22:05,La Liga,Matchweek 26,Sat,Away,D,1,1,Real Sociedad,1.0,8.0,3.0,37.5,0.13,0.33,19.0,1.0,0.0,0.0,1.3,1.3,0.16,-0.3,-0.3,Malaga
6210,2016-03-02,20:00,La Liga,Matchweek 27,Wed,Home,L,1,2,Valencia,1.0,11.0,1.0,9.1,0.09,1.0,19.3,0.0,0.0,0.0,0.4,0.4,0.03,0.6,0.6,Malaga
6211,2016-03-05,22:05,La Liga,Matchweek 28,Sat,Away,D,3,3,La Coruña,2.0,5.0,2.0,40.0,0.4,1.0,8.3,0.0,0.0,0.0,0.7,0.7,0.13,1.3,1.3,Malaga
6212,2016-03-11,20:30,La Liga,Matchweek 29,Fri,Home,W,1,0,Sporting Gijón,1.0,13.0,3.0,23.1,0.08,0.33,21.1,1.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5,Malaga
6213,2016-03-19,22:05,La Liga,Matchweek 30,Sat,Away,W,1,0,Betis,1.0,14.0,5.0,35.7,0.07,0.2,21.3,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2,Malaga
6214,2016-04-03,16:00,La Liga,Matchweek 31,Sun,Home,D,1,1,Espanyol,1.0,11.0,5.0,45.5,0.0,0.0,19.2,0.0,1.0,1.0,1.4,0.6,0.06,-0.4,-0.6,Malaga
6215,2016-04-08,20:30,La Liga,Matchweek 32,Fri,Away,D,0,0,Granada,0.0,9.0,2.0,22.2,0.0,0.0,14.5,0.0,0.0,0.0,1.0,1.0,0.11,-1.0,-1.0,Malaga
6216,2016-04-17,12:00,La Liga,Matchweek 33,Sun,Home,L,0,1,Athletic Club,0.0,17.0,7.0,41.2,0.0,0.0,16.1,1.0,0.0,0.0,2.1,2.1,0.13,-2.1,-2.1,Malaga
6217,2016-04-20,20:45,La Liga,Matchweek 34,Wed,Home,D,1,1,Rayo Vallecano,1.0,12.0,4.0,33.3,0.08,0.25,15.2,0.0,0.0,0.0,1.0,1.0,0.08,0.0,0.0,Malaga
6218,2016-04-23,18:15,La Liga,Matchweek 35,Sat,Away,L,0,1,Atlético Madrid,0.0,7.0,4.0,57.1,0.0,0.0,20.5,1.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2,Malaga
6219,2016-05-02,20:30,La Liga,Matchweek 36,Mon,Home,W,3,1,Levante,3.0,22.0,11.0,50.0,0.14,0.27,14.0,0.0,0.0,0.0,2.4,2.4,0.11,0.6,0.6,Malaga
6220,2016-05-08,17:00,La Liga,Matchweek 37,Sun,Away,L,0,1,Celta Vigo,0.0,13.0,5.0,38.5,0.0,0.0,21.2,3.0,0.0,0.0,1.0,1.0,0.07,-1.0,-1.0,Malaga
6221,2016-05-15,12:00,La Liga,Matchweek 38,Sun,Home,W,4,1,Las Palmas,4.0,14.0,8.0,57.1,0.21,0.38,19.2,0.0,1.0,1.0,2.1,1.4,0.1,1.9,1.6,Malaga
6222,2015-08-23,22:30,La Liga,Matchweek 1,Sun,Home,D,1,1,Villarreal,1.0,22.0,6.0,27.3,0.05,0.17,20.9,1.0,0.0,0.0,1.7,1.7,0.09,-0.7,-0.7,Real Betis
6223,2015-08-29,22:30,La Liga,Matchweek 2,Sat,Away,L,0,5,Real Madrid,0.0,7.0,1.0,14.3,0.0,0.0,25.4,0.0,0.0,1.0,1.1,0.3,0.05,-1.1,-0.3,Real Betis
6224,2015-09-12,22:00,La Liga,Matchweek 3,Sat,Home,W,1,0,Real Sociedad,1.0,9.0,2.0,22.2,0.11,0.5,15.1,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,Real Betis
6225,2015-09-19,18:15,La Liga,Matchweek 4,Sat,Away,D,0,0,Valencia,0.0,3.0,1.0,33.3,0.0,0.0,17.6,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,Real Betis
6226,2015-09-24,22:00,La Liga,Matchweek 5,Thu,Home,L,1,2,La Coruña,1.0,9.0,2.0,22.2,0.11,0.5,18.3,1.0,0.0,0.0,1.3,1.3,0.14,-0.3,-0.3,Real Betis
6227,2015-09-27,12:00,La Liga,Matchweek 6,Sun,Away,W,2,1,Sporting Gijón,2.0,13.0,5.0,38.5,0.15,0.4,19.7,0.0,0.0,0.0,1.5,1.5,0.12,0.5,0.5,Real Betis
6228,2015-10-04,12:00,La Liga,Matchweek 7,Sun,Away,W,2,0,Rayo Vallecano,2.0,9.0,6.0,66.7,0.22,0.33,18.6,0.0,0.0,0.0,1.9,1.9,0.21,0.1,0.1,Real Betis
6229,2015-10-17,22:05,La Liga,Matchweek 8,Sat,Home,L,1,3,Espanyol,1.0,21.0,6.0,28.6,0.05,0.17,16.3,1.0,0.0,0.0,1.9,1.9,0.1,-0.9,-0.9,Real Betis
6230,2015-10-24,18:15,La Liga,Matchweek 9,Sat,Away,D,1,1,Granada,1.0,8.0,2.0,25.0,0.0,0.0,20.1,0.0,1.0,1.0,1.1,0.3,0.04,-0.1,-0.3,Real Betis
6231,2015-11-01,20:30,La Liga,Matchweek 10,Sun,Home,L,1,3,Athletic Club,1.0,11.0,3.0,27.3,0.0,0.0,19.5,0.0,1.0,1.0,1.2,0.4,0.04,-0.2,-0.4,Real Betis
6232,2015-11-07,22:05,La Liga,Matchweek 11,Sat,Away,W,1,0,Málaga,1.0,7.0,2.0,28.6,0.14,0.5,14.3,0.0,0.0,0.0,1.0,1.0,0.15,0.0,0.0,Real Betis
6233,2015-11-22,20:30,La Liga,Matchweek 12,Sun,Home,L,0,1,Atlético Madrid,0.0,6.0,3.0,50.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,Real Betis
6234,2015-11-27,20:30,La Liga,Matchweek 13,Fri,Away,W,1,0,Levante,1.0,11.0,5.0,45.5,0.09,0.2,18.2,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,Real Betis
6236,2015-12-05,22:05,La Liga,Matchweek 14,Sat,Home,D,1,1,Celta Vigo,1.0,28.0,6.0,21.4,0.04,0.17,16.3,3.0,0.0,0.0,2.3,2.3,0.08,-1.3,-1.3,Real Betis
6237,2015-12-12,21:05,La Liga,Matchweek 15,Sat,Away,L,0,1,Las Palmas,0.0,8.0,2.0,25.0,0.0,0.0,20.3,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,Real Betis
6239,2015-12-19,20:30,La Liga,Matchweek 16,Sat,Home,D,0,0,Sevilla,0.0,12.0,0.0,0.0,0.0,,24.3,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,Real Betis
6240,2015-12-30,20:30,La Liga,Matchweek 17,Wed,Away,L,0,4,Barcelona,0.0,11.0,4.0,36.4,0.0,0.0,19.6,0.0,0.0,0.0,0.9,0.9,0.08,-0.9,-0.9,Real Betis
6241,2016-01-03,16:00,La Liga,Matchweek 18,Sun,Home,L,0,4,Eibar,0.0,10.0,6.0,60.0,0.0,0.0,12.0,0.0,0.0,0.0,1.7,1.7,0.17,-1.7,-1.7,Real Betis
6243,2016-01-09,18:15,La Liga,Matchweek 19,Sat,Away,L,0,1,Getafe,0.0,11.0,2.0,18.2,0.0,0.0,17.6,1.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7,Real Betis
6245,2016-01-16,20:30,La Liga,Matchweek 20,Sat,Away,D,0,0,Villarreal,0.0,15.0,2.0,13.3,0.0,0.0,19.6,0.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6,Real Betis
6246,2016-01-24,20:30,La Liga,Matchweek 21,Sun,Home,D,1,1,Real Madrid,1.0,4.0,2.0,50.0,0.25,0.5,22.3,0.0,0.0,0.0,0.4,0.4,0.1,0.6,0.6,Real Betis
6247,2016-01-30,22:05,La Liga,Matchweek 22,Sat,Away,L,1,2,Real Sociedad,1.0,8.0,1.0,12.5,0.13,1.0,13.0,0.0,0.0,0.0,1.1,1.1,0.14,-0.1,-0.1,Real Betis
6248,2016-02-07,16:00,La Liga,Matchweek 23,Sun,Home,W,1,0,Valencia,1.0,6.0,2.0,33.3,0.17,0.5,18.0,2.0,0.0,0.0,1.0,1.0,0.17,0.0,0.0,Real Betis
6249,2016-02-13,22:05,La Liga,Matchweek 24,Sat,Away,D,2,2,La Coruña,2.0,4.0,2.0,50.0,0.5,1.0,16.1,0.0,0.0,0.0,0.5,0.5,0.12,1.5,1.5,Real Betis
6250,2016-02-20,20:30,La Liga,Matchweek 25,Sat,Home,D,1,1,Sporting Gijón,1.0,18.0,6.0,33.3,0.06,0.17,15.4,0.0,0.0,0.0,1.9,1.9,0.11,-0.9,-0.9,Real Betis
6251,2016-02-27,20:30,La Liga,Matchweek 26,Sat,Home,D,2,2,Rayo Vallecano,2.0,20.0,4.0,20.0,0.1,0.5,14.6,2.0,0.0,0.0,2.0,2.0,0.1,0.0,0.0,Real Betis
6252,2016-03-03,20:30,La Liga,Matchweek 27,Thu,Away,W,3,0,Espanyol,3.0,9.0,6.0,66.7,0.33,0.5,,,0.0,0.0,,,,,,Real Betis
6253,2016-03-06,12:00,La Liga,Matchweek 28,Sun,Home,W,2,0,Granada,2.0,11.0,4.0,36.4,0.18,0.5,18.3,1.0,0.0,0.0,0.7,0.7,0.07,1.3,1.3,Real Betis
6254,2016-03-13,18:15,La Liga,Matchweek 29,Sun,Away,L,1,3,Athletic Club,1.0,3.0,1.0,33.3,0.33,1.0,8.7,0.0,0.0,0.0,0.5,0.5,0.18,0.5,0.5,Real Betis
6255,2016-03-19,22:05,La Liga,Matchweek 30,Sat,Home,L,0,1,Málaga,0.0,16.0,5.0,31.3,0.0,0.0,18.1,0.0,0.0,0.0,1.2,1.2,0.07,-1.2,-1.2,Real Betis
6256,2016-04-02,16:00,La Liga,Matchweek 31,Sat,Away,L,1,5,Atlético Madrid,1.0,8.0,5.0,62.5,0.13,0.2,14.7,1.0,0.0,0.0,0.8,0.8,0.1,0.2,0.2,Real Betis
6257,2016-04-09,22:05,La Liga,Matchweek 32,Sat,Home,W,1,0,Levante,1.0,7.0,2.0,28.6,0.14,0.5,19.8,0.0,0.0,0.0,0.5,0.5,0.08,0.5,0.5,Real Betis
6258,2016-04-16,22:05,La Liga,Matchweek 33,Sat,Away,D,1,1,Celta Vigo,1.0,9.0,4.0,44.4,0.11,0.25,23.9,1.0,0.0,0.0,1.6,1.6,0.18,-0.6,-0.6,Real Betis
6259,2016-04-19,21:00,La Liga,Matchweek 34,Tue,Home,W,1,0,Las Palmas,1.0,20.0,6.0,30.0,0.05,0.17,16.7,0.0,0.0,0.0,2.1,2.1,0.1,-1.1,-1.1,Real Betis
6260,2016-04-24,16:00,La Liga,Matchweek 35,Sun,Away,L,0,2,Sevilla,0.0,8.0,2.0,25.0,0.0,0.0,21.8,2.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,Real Betis
6261,2016-04-30,20:30,La Liga,Matchweek 36,Sat,Home,L,0,2,Barcelona,0.0,2.0,1.0,50.0,0.0,0.0,18.0,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,Real Betis
6262,2016-05-08,17:00,La Liga,Matchweek 37,Sun,Away,D,1,1,Eibar,1.0,6.0,3.0,50.0,0.17,0.33,23.5,1.0,0.0,0.0,1.0,1.0,0.17,0.0,0.0,Real Betis
6263,2016-05-15,19:30,La Liga,Matchweek 38,Sun,Home,W,2,1,Getafe,2.0,7.0,4.0,57.1,0.14,0.25,14.0,0.0,1.0,1.0,1.9,1.2,0.17,0.1,-0.2,Real Betis
6264,2015-08-22,20:30,La Liga,Matchweek 1,Sat,Away,L,0,1,Atlético Madrid,0.0,8.0,1.0,12.5,0.0,0.0,18.1,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,Las Palmas
6265,2015-08-30,21:30,La Liga,Matchweek 2,Sun,Home,D,0,0,Levante,0.0,16.0,2.0,12.5,0.0,0.0,21.9,0.0,0.0,0.0,0.7,0.7,0.05,-0.7,-0.7,Las Palmas
6266,2015-09-13,18:15,La Liga,Matchweek 3,Sun,Away,D,3,3,Celta Vigo,2.0,9.0,4.0,44.4,0.22,0.5,19.0,0.0,0.0,0.0,1.4,1.4,0.16,0.6,0.6,Las Palmas
6267,2015-09-20,19:30,La Liga,Matchweek 4,Sun,Home,L,0,1,Rayo Vallecano,0.0,8.0,2.0,25.0,0.0,0.0,18.3,1.0,0.0,0.0,0.8,0.8,0.1,-0.8,-0.8,Las Palmas
6268,2015-09-23,21:00,La Liga,Matchweek 5,Wed,Home,W,2,0,Sevilla,2.0,12.0,4.0,33.3,0.17,0.5,,,0.0,0.0,,,,,,Las Palmas
6269,2015-09-26,16:00,La Liga,Matchweek 6,Sat,Away,L,1,2,Barcelona,1.0,10.0,6.0,60.0,0.1,0.17,20.6,1.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,Las Palmas
6270,2015-10-03,21:00,La Liga,Matchweek 7,Sat,Home,L,0,2,Eibar,0.0,18.0,4.0,22.2,0.0,0.0,19.7,3.0,0.0,0.0,1.0,1.0,0.06,-1.0,-1.0,Las Palmas
6271,2015-10-18,18:15,La Liga,Matchweek 8,Sun,Away,L,0,4,Getafe,0.0,16.0,3.0,18.8,0.0,0.0,24.4,1.0,0.0,0.0,0.6,0.6,0.04,-0.6,-0.6,Las Palmas
6272,2015-10-25,15:00,La Liga,Matchweek 9,Sun,Home,D,0,0,Villarreal,0.0,6.0,2.0,33.3,0.0,0.0,15.9,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,Las Palmas
6273,2015-10-31,16:00,La Liga,Matchweek 10,Sat,Away,L,1,3,Real Madrid,1.0,8.0,5.0,62.5,0.13,0.2,14.6,0.0,0.0,0.0,1.0,1.0,0.13,0.0,0.0,Las Palmas
6274,2015-11-06,19:30,La Liga,Matchweek 11,Fri,Home,W,2,0,Real Sociedad,2.0,8.0,4.0,50.0,0.25,0.5,18.9,0.0,0.0,0.0,1.1,1.1,0.13,0.9,0.9,Las Palmas
6275,2015-11-21,22:00,La Liga,Matchweek 12,Sat,Away,D,1,1,Valencia,1.0,18.0,7.0,38.9,0.06,0.14,17.6,2.0,0.0,0.0,1.8,1.8,0.11,-0.8,-0.8,Las Palmas
6276,2015-11-28,21:00,La Liga,Matchweek 13,Sat,Home,L,0,2,La Coruña,0.0,8.0,5.0,62.5,0.0,0.0,19.1,0.0,0.0,0.0,0.5,0.5,0.06,-0.5,-0.5,Las Palmas
6278,2015-12-06,18:15,La Liga,Matchweek 14,Sun,Away,L,1,3,Sporting Gijón,1.0,12.0,7.0,58.3,0.08,0.14,22.4,0.0,0.0,0.0,0.7,0.7,0.06,0.3,0.3,Las Palmas
6279,2015-12-12,21:05,La Liga,Matchweek 15,Sat,Home,W,1,0,Betis,1.0,16.0,4.0,25.0,0.06,0.25,17.6,0.0,0.0,0.0,1.3,1.3,0.08,-0.3,-0.3,Las Palmas
6281,2015-12-19,18:15,La Liga,Matchweek 16,Sat,Away,L,0,1,Espanyol,0.0,9.0,4.0,44.4,0.0,0.0,16.4,0.0,0.0,0.0,0.9,0.9,0.11,-0.9,-0.9,Las Palmas
6282,2015-12-30,20:00,La Liga,Matchweek 17,Wed,Home,W,4,1,Granada,3.0,7.0,4.0,57.1,0.29,0.5,16.9,0.0,1.0,1.0,1.6,0.8,0.11,1.4,1.2,Las Palmas
6283,2016-01-03,18:15,La Liga,Matchweek 18,Sun,Away,D,2,2,Athletic Club,2.0,12.0,5.0,41.7,0.17,0.4,17.6,0.0,0.0,0.0,0.7,0.7,0.06,1.3,1.3,Las Palmas
6285,2016-01-10,17:15,La Liga,Matchweek 19,Sun,Home,D,1,1,Málaga,1.0,5.0,3.0,60.0,0.2,0.33,19.9,0.0,0.0,0.0,0.5,0.5,0.09,0.5,0.5,Las Palmas
6287,2016-01-17,17:15,La Liga,Matchweek 20,Sun,Home,L,0,3,Atlético Madrid,0.0,11.0,3.0,27.3,0.0,0.0,23.5,0.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,Las Palmas
6289,2016-01-25,20:30,La Liga,Matchweek 21,Mon,Away,L,2,3,Levante,2.0,13.0,4.0,30.8,0.15,0.5,17.5,1.0,0.0,0.0,1.1,1.1,0.08,0.9,0.9,Las Palmas
6291,2016-01-31,17:15,La Liga,Matchweek 22,Sun,Home,W,2,1,Celta Vigo,2.0,13.0,5.0,38.5,0.08,0.2,20.7,0.0,1.0,1.0,1.7,1.0,0.08,0.3,0.0,Las Palmas
6292,2016-02-06,18:15,La Liga,Matchweek 23,Sat,Away,L,0,2,Rayo Vallecano,0.0,9.0,4.0,44.4,0.0,0.0,16.9,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,Las Palmas
6293,2016-02-14,16:00,La Liga,Matchweek 24,Sun,Away,L,0,2,Sevilla,0.0,11.0,3.0,27.3,0.0,0.0,18.7,0.0,0.0,0.0,0.6,0.6,0.05,-0.6,-0.6,Las Palmas
6294,2016-02-20,15:00,La Liga,Matchweek 25,Sat,Home,L,1,2,Barcelona,1.0,16.0,3.0,18.8,0.06,0.33,20.9,1.0,0.0,0.0,1.1,1.1,0.07,-0.1,-0.1,Las Palmas
6295,2016-02-26,20:30,La Liga,Matchweek 26,Fri,Away,W,1,0,Eibar,1.0,12.0,4.0,33.3,0.08,0.25,20.4,1.0,0.0,0.0,0.8,0.8,0.07,0.2,0.2,Las Palmas
6296,2016-03-01,21:00,La Liga,Matchweek 27,Tue,Home,W,4,0,Getafe,4.0,11.0,5.0,45.5,0.27,0.6,17.1,0.0,1.0,1.0,2.1,1.4,0.13,1.9,1.6,Las Palmas
6297,2016-03-05,18:15,La Liga,Matchweek 28,Sat,Away,W,1,0,Villarreal,1.0,10.0,3.0,30.0,0.1,0.33,20.5,0.0,0.0,0.0,0.4,0.4,0.04,0.6,0.6,Las Palmas
6298,2016-03-13,19:30,La Liga,Matchweek 29,Sun,Home,L,1,2,Real Madrid,1.0,15.0,6.0,40.0,0.07,0.17,14.9,1.0,0.0,0.0,1.4,1.4,0.1,-0.4,-0.4,Las Palmas
6299,2016-03-19,18:15,La Liga,Matchweek 30,Sat,Away,W,1,0,Real Sociedad,1.0,12.0,7.0,58.3,0.08,0.14,18.9,1.0,0.0,1.0,1.5,0.8,0.06,-0.5,0.2,Las Palmas
6300,2016-04-02,17:15,La Liga,Matchweek 31,Sat,Home,W,2,1,Valencia,1.0,13.0,6.0,46.2,0.0,0.0,20.8,0.0,1.0,1.0,2.2,1.5,0.12,-1.2,-1.5,Las Palmas
6301,2016-04-11,20:30,La Liga,Matchweek 32,Mon,Away,W,3,1,La Coruña,3.0,13.0,6.0,46.2,0.23,0.5,19.9,0.0,0.0,0.0,1.7,1.7,0.13,1.3,1.3,Las Palmas
6302,2016-04-16,17:15,La Liga,Matchweek 33,Sat,Home,D,1,1,Sporting Gijón,1.0,10.0,4.0,40.0,0.1,0.25,24.9,2.0,0.0,0.0,0.6,0.6,0.06,0.4,0.4,Las Palmas
6303,2016-04-19,21:00,La Liga,Matchweek 34,Tue,Away,L,0,1,Betis,0.0,3.0,0.0,0.0,0.0,,18.2,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,Las Palmas
6304,2016-04-22,20:00,La Liga,Matchweek 35,Fri,Home,W,4,0,Espanyol,4.0,14.0,9.0,64.3,0.29,0.44,16.2,0.0,0.0,0.0,1.0,1.0,0.07,3.0,3.0,Las Palmas
6305,2016-04-30,22:05,La Liga,Matchweek 36,Sat,Away,L,2,3,Granada,2.0,12.0,6.0,50.0,0.17,0.33,16.2,1.0,0.0,0.0,1.3,1.3,0.11,0.7,0.7,Las Palmas
6306,2016-05-08,16:00,La Liga,Matchweek 37,Sun,Home,D,0,0,Athletic Club,0.0,4.0,2.0,50.0,0.0,0.0,29.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,Las Palmas
6307,2016-05-15,12:00,La Liga,Matchweek 38,Sun,Away,L,1,4,Málaga,1.0,12.0,7.0,58.3,0.08,0.14,15.6,0.0,0.0,0.0,1.7,1.7,0.14,-0.7,-0.7,Las Palmas
6308,2015-08-24,20:30,La Liga,Matchweek 1,Mon,Away,W,3,1,Granada,3.0,10.0,4.0,40.0,0.3,0.75,14.3,0.0,0.0,0.0,2.2,2.2,0.22,0.8,0.8,Eibar
6309,2015-08-30,18:30,La Liga,Matchweek 2,Sun,Home,W,2,0,Athletic Club,2.0,9.0,8.0,88.9,0.11,0.13,13.4,0.0,1.0,1.0,1.3,0.6,0.06,0.7,0.4,Eibar
6310,2015-09-13,20:30,La Liga,Matchweek 3,Sun,Away,D,0,0,Málaga,0.0,7.0,0.0,0.0,0.0,,19.4,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6,Eibar
6311,2015-09-19,20:30,La Liga,Matchweek 4,Sat,Home,L,0,2,Atlético Madrid,0.0,9.0,3.0,33.3,0.0,0.0,22.6,0.0,0.0,0.0,0.3,0.3,0.03,-0.3,-0.3,Eibar
6312,2015-09-23,20:00,La Liga,Matchweek 5,Wed,Away,D,2,2,Levante,2.0,10.0,4.0,40.0,0.2,0.5,,,0.0,0.0,,,,,,Eibar
6313,2015-09-26,22:00,La Liga,Matchweek 6,Sat,Home,D,1,1,Celta Vigo,1.0,10.0,3.0,30.0,0.1,0.33,19.3,0.0,0.0,0.0,1.5,1.5,0.15,-0.5,-0.5,Eibar
6314,2015-10-03,21:00,La Liga,Matchweek 7,Sat,Away,W,2,0,Las Palmas,2.0,9.0,4.0,44.4,0.22,0.5,18.0,1.0,0.0,0.0,1.2,1.2,0.13,0.8,0.8,Eibar
6315,2015-10-17,18:15,La Liga,Matchweek 8,Sat,Home,D,1,1,Sevilla,1.0,14.0,4.0,28.6,0.07,0.25,20.6,0.0,0.0,0.0,0.7,0.7,0.05,0.3,0.3,Eibar
